tps_tac_gx.imei_tac,tps_tac_gx.tac_model,tps_tac_gx.brand,tps_tac_gx.ishigh_price
35705506,F510K,LG Electronics Inc. 
35705606,F510L,LG Electronics Inc. 
35705406,F510S,LG Electronics Inc. 
35618406,F520K,LG Electronics Inc. 
35889106,F540K,LG Electronics Inc. 
35889206,F540L,LG Electronics Inc. 
35889006,F540S,LG Electronics Inc. 
35886106,F560K,LG Electronics Inc. 
35516707,F505L,LG Electronics Inc. 
35242307,F530S,LG Electronics Inc. 
35960706,F570S,LG Electronics Inc. 
35852807,F590,LG Electronics Inc. 
35489307,F590L,LG Electronics Inc. 
35358307,F600K,LG Electronics Inc. 
35358407,F600L,LG Electronics Inc. 
35358207,F600S,LG Electronics Inc. 
35289607,F620K,LG Electronics Inc. 
35289707,F620L,LG Electronics Inc. 
35289407,F620S,LG Electronics Inc. 
35459807,F640S,LG Electronics Inc. 
35742907,F650K,LG Electronics Inc. 
35743007,F650L,LG Electronics Inc. 
35743107,F650S,LG Electronics Inc. 
35587507,F670K,LG Electronics Inc. 
35587607,F670L,LG Electronics Inc. 
35587407,F670S,LG Electronics Inc. 
35743207,F690K,LG Electronics Inc. 
35743307,F690L,LG Electronics Inc. 
35743407,F690S,LG Electronics Inc. 
35714507,F700K,LG Electronics Inc. 
35714607,F700L,LG Electronics Inc. 
35714407,F700S,LG Electronics Inc. 
35703407,F720K,LG Electronics Inc. 
35703507,F720L,LG Electronics Inc. 
35703307,F720S,LG Electronics Inc. 
35896307,F740L,LG Electronics Inc. 
35896407,F750K,LG Electronics Inc. 
35896507,F770S,LG Electronics Inc. 
35215908,F800K,LG Electronics Inc. 
35216008,F800L,LG Electronics Inc. 
35215808,F800S,LG Electronics Inc. 
35183208,F820L,LG Electronics Inc. 
35846507,H850K,LG Electronics Inc. 
35540308,LGM-G600K,LG Electronics Inc. 
35540408,LGM-G600L,LG Electronics Inc. 
35540508,LGM-G600S,LG Electronics Inc. 
35395908,LGM-K120K,LG Electronics Inc. 
35396008,LGM-K120L,LG Electronics Inc. 
35494408,LGM-K121K,LG Electronics Inc. 
35494208,LGM-K121L,LG Electronics Inc. 
35494308,LGM-K121S,LG Electronics Inc. 
35723908,LGM-X320K,LG Electronics Inc. 
35724008,LGM-X320L,LG Electronics Inc. 
35724108,LGM-X320S,LG Electronics Inc. 
35517408,E680I,LG Electronics Inc. 
35517508,LGM-X520L,LG Electronics Inc. 
35517608,LGM-X520S,LG Electronics Inc. 
35723406,WINE SMART PHONE,LG Electronics Inc. 
86532702,G4,Mastone Communication Electrical Development Co Ltd 
35330708,AN12064345,Motorola Mobility LLC
35822207,INDR002245,Motorola Mobility LLC
35545406,MOTO G WITH 4G,Motorola Mobility LLC
35548706,MOTO G WITH 4G,Motorola Mobility LLC
35929105,M0FA5,Motorola Mobility LLC
35896006,INDR002045,Motorola Mobility LLC
35934305,ATERMMR03LN,NEC Platforms Ltd 
86129003,ET421,One Digital Technology Co Ltd 
35581100,OWA-21X,OWASYS Advanced Wireless Devices 
35556008,V900,Oxiron Mobil Technologien GmbH 
35556108,I921,Oxiron Mobil Technologien GmbH 
35937207,IM-100K,Pantech Co Ltd 
35937107,IM-100S,Pantech Co Ltd 
35225505,IM-A830K,Pantech Co Ltd 
35534305,IM-A860K,Pantech Co Ltd 
35385205,SKY IM-A850K,Pantech Co Ltd 
35616305,SKY VEGA IM-A870K,Pantech Co Ltd 
35772105,VEGA IM-A880K,Pantech Co Ltd 
35857505,VEGA IM-A890K,Pantech Co Ltd 
35967705,VEGA IM-A900K,Pantech Co Ltd 
35494806,VEGA IM-A930K,Pantech Co Ltd 
35591406,VEGA IM-A940K,Pantech Co Ltd 
35301006,VEGA IRON 2,Pantech Co Ltd 
35300906,VEGA IRON 2,Pantech Co Ltd 
86041603,C932Lv,Phicomm (Shanghai) Co Ltd 
35774507,Kiwami,Plus One Japan Limited 
35314108,L50,PT Supertone 
35701108,L52,PT Supertone 
35402908,Z2,PT Supertone 
35248208,ADVAN CT1,PT. Arga Mas Lestari 
35246308,ADVAN D1,PT. Arga Mas Lestari 
35246608,ADVAN E1C 4G,PT. Arga Mas Lestari 
35246108,ADVAN G1,PT. Arga Mas Lestari 
35246908,ADVAN i10,PT. Arga Mas Lestari 
35634807,ADVAN I10,PT. Arga Mas Lestari 
35632707,ADVAN I4A,PT. Arga Mas Lestari 
35632807,ADVAN I4C,PT. Arga Mas Lestari 
35632907,ADVAN I4D,PT. Arga Mas Lestari 
35633107,W580C_CMCC,PT. Arga Mas Lestari 
35633007,ADVAN I4U,PT. Arga Mas Lestari 
35766407,ADVAN i4U,PT. Arga Mas Lestari 
35318307,ADVAN I55,PT. Arga Mas Lestari 
35633707,ADVAN I55A,PT. Arga Mas Lestari 
35633807,ADVAN I55C,PT. Arga Mas Lestari 
35633907,ADVAN I55D,PT. Arga Mas Lestari 
35634007,ADVAN I55K,PT. Arga Mas Lestari 
35634107,ADVAN I55U,PT. Arga Mas Lestari 
35318207,ADVAN I5A,PT. Arga Mas Lestari 
35633207,ADVAN I5C,PT. Arga Mas Lestari 
35766607,ADVAN i5C,PT. Arga Mas Lestari 
35633307,ADVAN I5D,PT. Arga Mas Lestari 
35633407,ADVAN I5E,PT. Arga Mas Lestari 
35236008,ADVAN i5G,PT. Arga Mas Lestari 
35246408,ADVAN i5G,PT. Arga Mas Lestari 
35236108,ADVAN i5H,PT. Arga Mas Lestari 
35633507,ADVAN I5K,PT. Arga Mas Lestari 
35766507,ADVAN i5K,PT. Arga Mas Lestari 
35633607,ADVAN I5U,PT. Arga Mas Lestari 
35318407,ADVAN I7,PT. Arga Mas Lestari 
35246508,ADVAN i7 Plus,PT. Arga Mas Lestari 
35634207,ADVAN I7C,PT. Arga Mas Lestari 
35634307,ADVAN I7D,PT. Arga Mas Lestari 
35634507,ADVAN I7K,PT. Arga Mas Lestari 
35634407,ADVAN I7U,PT. Arga Mas Lestari 
35634707,ADVAN I8,PT. Arga Mas Lestari 
35246708,ADVAN U1,PT. Arga Mas Lestari 
35246208,ADVAN V1,PT. Arga Mas Lestari 
35246808,ADVAN X7 Pro,PT. Arga Mas Lestari 
35836107,ELEVATE V50,PT. Aries Indo Global 
35796807,ELEVATE V55,PT. Aries Indo Global 
35648007,EVERCOSS M40,PT. Aries Indo Global 
35390208,EVERCOSS M40A,PT. Aries Indo Global 
35465207,EVERCOSS R40C,PT. Aries Indo Global 
35444207,EVERCOSS R50C,PT. Aries Indo Global 
35902807,EVERCOSS S45A,PT. Aries Indo Global 
35465707,SAMZZU S50,PT. Aries Indo Global 
35243308,EVERCOSS S50B,PT. Aries Indo Global 
35465807,SAMZZU S55,PT. Aries Indo Global 
35978607,EVERCOSS U45,PT. Aries Indo Global 
35400707,EVERCOSS U50,PT. Aries Indo Global 
35632607,EVERCOSS U70,PT. Aries Indo Global 
35323205,SPEEDUP PAD,PT.MLWTelecom 
86228703,E10,Qingdao Hisense Communications Co Ltd 
86457803,P1,Qingdao Hisense Communications Co Ltd 
86221303,S1,Qingdao Hisense Communications Co Ltd 
35476507,POC2,Radiant Technology Limited 
35441808,ALLVIEViva H801 LTE,S.C.Visual Fan S.R.L. 
35679906,ALLVIEW SMARTPHONE A6 QUAD,S.C.Visual Fan S.R.L. 
35451208,ALLVIEW V2 VIPER S,S.C.Visual Fan S.R.L. 
35614507,ALLVIEW VIVAI 10LIFE,S.C.Visual Fan S.R.L. 
35449207,P8 ENERGY,S.C.Visual Fan S.R.L. 
35639908,GALAXY A5 SM-A520F,Samsung Korea 
35640008,GALAXY A5 SM-A520F,Samsung Korea 
35691908,GALAXY A5 SM-A520F,Samsung Korea 
35692008,GALAXY A5 SM-A520F,Samsung Korea 
35692108,GALAXY A5 SM-A520F,Samsung Korea 
35692208,GALAXY A5 SM-A520F,Samsung Korea 
35692308,GALAXY A5 SM-A520F,Samsung Korea 
35692408,GALAXY A5 SM-A520F,Samsung Korea 
35692508,GALAXY A5 SM-A520F,Samsung Korea 
35696208,A520F,Samsung Korea 
35696308,A520F,Samsung Korea 
35637708,GALAXY A5 SM-A520F/DS,Samsung Korea 
35637808,GALAXY A5 SM-A520F/DS,Samsung Korea 
35690808,GALAXY A5 SM-A520F/DS,Samsung Korea 
35690908,GALAXY A5 SM-A520F/DS,Samsung Korea 
35691008,GALAXY A5 SM-A520F/DS,Samsung Korea 
35691108,6120C,Samsung Korea 
35691208,GALAXY A5 SM-A520F/DS,Samsung Korea 
35691308,GALAXY A5 SM-A520F/DS,Samsung Korea 
35691408,GALAXY A5 SM-A520F/DS,Samsung Korea 
35697008,A520F/DS,Samsung Korea 
35697108,A520F/DS,Samsung Korea 
35697208,A520F/DS,Samsung Korea 
35697308,A520F/DS,Samsung Korea 
35705108,A520F/DS,Samsung Korea 
35705208,A520F/DS,Samsung Korea 
35705308,A520F/DS,Samsung Korea 
35705408,A520F/DS,Samsung Korea 
35691508,GALAXY A5 SM-A520F/DS,Samsung Korea 
35691608,GALAXY A5 SM-A520F/DS,Samsung Korea 
35691708,GALAXY A5 SM-A520F/DS,Samsung Korea 
35691808,GALAXY A5 SM-A520F/DS,Samsung Korea 
35908305,I9235,Samsung Korea 
35944805,I9235,Samsung Korea 
35693105,S7275,Samsung Korea 
35831805,S7275,Samsung Korea 
35831905,S7275,Samsung Korea 
35832005,S7275,Samsung Korea 
35832405,S7275,Samsung Korea 
35983305,N075T,Samsung Korea 
35466805,SHV-E230K,Samsung Korea 
35466705,SHV-E230S,Samsung Korea 
35425705,SHV-E250K,Samsung Korea 
35425805,SHV-E250K,Samsung Korea 
35622105,SHV-E250K,Samsung Korea 
35627105,SHV-E250K,Samsung Korea 
35451805,SHV-E270K,Samsung Korea 
35795105,E275K,Samsung Korea 
35817805,E275K,Samsung Korea 
35609105,SHV-E300K,Samsung Korea 
35599905,SHV-E300K,Samsung Korea 
35641705,SHV-E310K,Samsung Korea 
35642805,SHV-E330K,Samsung Korea 
35231406,SHV-E330K,Samsung Korea 
35321306,SHV-E330K,Samsung Korea 
35764005,E370D,Samsung Korea 
35847905,SHV-E370K,Samsung Korea 
35757405,E400K,Samsung Korea 
35841005,SHV-E500K,Samsung Korea 
35441205,S6312,Samsung Korea 
35853006,A500F1,Samsung Korea 
35756506,A500K,Samsung Korea 
35722206,A500S,Samsung Korea 
35601007,A510K,Samsung Korea 
35601107,A510L,Samsung Korea 
35600907,A510S,Samsung Korea 
35738906,A700K,Samsung Korea 
35737606,A700S,Samsung Korea 
35590807,A710K,Samsung Korea 
35601807,A710L,Samsung Korea 
35590707,A710S,Samsung Korea 
35345308,A720K,Samsung Korea 
35345408,A720L,Samsung Korea 
35345208,A720S,Samsung Korea 
35245407,A800S,Samsung Korea 
35992607,A810S,Samsung Korea 
35903605,C105K,Samsung Korea 
35908505,C105K,Samsung Korea 
35840705,C105K,Samsung Korea 
35841505,C105L,Samsung Korea 
35945807,C700S,Samsung Korea 
35687606,G360G,Samsung Korea 
35376408,G550T,Samsung Korea 
35311308,G550T1,Samsung Korea 
35415108,G550T1,Samsung Korea 
35643908,G550T1,Samsung Korea 
35993607,G600S,Samsung Korea 
35415608,3110C,Samsung Korea 
35415708,G610L,Samsung Korea 
35401408,G610S,Samsung Korea 
35153806,G710K,Samsung Korea 
35342007,G720N0,Samsung Korea 
35753806,G720N0,Samsung Korea 
35793506,G720N0,Samsung Korea 
35522006,G750K,Samsung Korea 
35459606,G850K,Samsung Korea 
35470006,G850L,Samsung Korea 
35398106,G850S,Samsung Korea 
35671007,G890A,Samsung Korea 
35671107,G890A,Samsung Korea 
35671207,G890A,Samsung Korea 
35213007,G890A,Samsung Korea 
35213107,G890A,Samsung Korea 
35642307,G890A,Samsung Korea 
35935606,6030,Samsung Korea 
35642207,G890A,Samsung Korea 
35642407,G890A,Samsung Korea 
35233208,G891A,Samsung Korea 
35233308,G891A,Samsung Korea 
35233408,G891A,Samsung Korea 
35171308,G891A,Samsung Korea 
35171408,G891A,Samsung Korea 
35851807,G891A,Samsung Korea 
35469106,G900A,Samsung Korea 
35489106,G900A,Samsung Korea 
35688806,G900A,Samsung Korea 
35242406,G900K,Samsung Korea 
35193206,G900S,Samsung Korea 
35330006,G900T,Samsung Korea 
35342406,G900T,Samsung Korea 
35350306,G900T,Samsung Korea 
35350406,G900T,Samsung Korea 
35350506,G900T,Samsung Korea 
35295906,G900T1,Samsung Korea 
35472706,G900T1,Samsung Korea 
35570006,7650,Samsung Korea 
35582706,G900T1,Samsung Korea 
35172407,G900T3,Samsung Korea 
35180007,G900T4,Samsung Korea 
35290306,G905K,Samsung Korea 
35311706,G906K,Samsung Korea 
35180707,G920A,Samsung Korea 
35180807,G920A,Samsung Korea 
35181007,G920A,Samsung Korea 
35774306,G920A,Samsung Korea 
35884306,G920A,Samsung Korea 
35965206,G920A,Samsung Korea 
35970206,G920AZ,Samsung Korea 
35651107,G920AZ,Samsung Korea 
35794106,G920K,Samsung Korea 
35883606,1600,Samsung Korea 
35801006,G920L,Samsung Korea 
35810706,G920L,Samsung Korea 
35853206,G920S,Samsung Korea 
35774506,G920S,Samsung Korea 
35810606,G920S,Samsung Korea 
35774606,G920T,Samsung Korea 
35935806,G920T,Samsung Korea 
35936106,G920T,Samsung Korea 
35936206,3230,Samsung Korea 
35936306,G920T,Samsung Korea 
35936406,G920T,Samsung Korea 
35774106,G925A,Samsung Korea 
35794206,G925A,Samsung Korea 
35970606,G925A,Samsung Korea 
35222407,G925K,Samsung Korea 
35853506,G925K,Samsung Korea 
35222507,G925L,Samsung Korea 
35853606,G925L,Samsung Korea 
35222307,G925S,Samsung Korea 
35853406,G925S,Samsung Korea 
35773006,G925T,Samsung Korea 
35875806,G925W8,Samsung Korea 
35351207,T715,Samsung Korea 
35351307,T715Y,Samsung Korea 
35447307,G928A,Samsung Korea 
35447407,G928A,Samsung Korea 
35256607,G928A,Samsung Korea 
35692307,G928A,Samsung Korea 
35301707,G928K,Samsung Korea 
35246407,G928K,Samsung Korea 
35301607,G928L,Samsung Korea 
35245307,G928L,Samsung Korea 
35445707,G928N0,Samsung Korea 
35301507,G928S,Samsung Korea 
35245207,G928S,Samsung Korea 
35256707,G928T,Samsung Korea 
35256807,G928W8,Samsung Korea 
35388507,G928W8,Samsung Korea 
35396007,G928W8,Samsung Korea 
35780808,G9290,Samsung Korea 
35780908,G9290,Samsung Korea 
35271408,G930A,Samsung Korea 
35232508,G930A,Samsung Korea 
35232608,G930A,Samsung Korea 
35976407,G930A,Samsung Korea 
35491108,G930AZ,Samsung Korea 
35550207,G930A,Samsung Korea 
35742507,G930A,Samsung Korea 
35947007,G930A,Samsung Korea 
35625007,G930AZ,Samsung Korea 
35830807,G930K,Samsung Korea 
35532507,G930K,Samsung Korea 
35830907,G930L,Samsung Korea 
35816707,G930L,Samsung Korea 
35550407,G930L,Samsung Korea 
35830707,G930S,Samsung Korea 
35431708,G930S,Samsung Korea 
35550007,G930S,Samsung Korea 
35775207,G930T,Samsung Korea 
35975407,G930T,Samsung Korea 
35975507,G930T,Samsung Korea 
35591607,G930T,Samsung Korea 
35625107,G930T1,Samsung Korea 
35802107,G930T1,Samsung Korea 
35992507,G930T1,Samsung Korea 
35844507,G935A,Samsung Korea 
35271708,G935A,Samsung Korea 
35490708,G935A,Samsung Korea 
35508808,G935A,Samsung Korea 
35550307,G935A,Samsung Korea 
35721607,G935A,Samsung Korea 
35232908,G935A,Samsung Korea 
35233008,G935A,Samsung Korea 
35233108,G935A,Samsung Korea 
35560708,G935K,Samsung Korea 
35564807,G935K,Samsung Korea 
35564907,G935K,Samsung Korea 
35560808,G935L,Samsung Korea 
35591407,G935L,Samsung Korea 
35591507,6300,Samsung Korea 
35560608,G935S,Samsung Korea 
35564607,G935S,Samsung Korea 
35564707,G935S,Samsung Korea 
35501808,G935T,Samsung Korea 
35721907,G935T,Samsung Korea 
35616407,G935T,Samsung Korea 
35775107,G935T,Samsung Korea 
35501508,G950K,Samsung Korea 
35501708,G950L,Samsung Korea 
35635608,G950N,Samsung Korea 
35635708,G950S,Samsung Korea 
35635808,G950L,Samsung Korea 
35501608,G950S,Samsung Korea 
35523708,G955S,Samsung Korea 
35523808,G955K,Samsung Korea 
35523908,G955L,Samsung Korea 
35715608,G955N,Samsung Korea 
35715708,G955N,Samsung Korea 
35715808,G955N,Samsung Korea 
35868207,J320N0,Samsung Korea 
35925607,J320N0,Samsung Korea 
35925707,J320N0,Samsung Korea 
35213507,J500N0,Samsung Korea 
35389807,J500N0,Samsung Korea 
35817207,J510K,Samsung Korea 
35817307,J510L,Samsung Korea 
35817107,J510S,Samsung Korea 
35766708,J530K,Samsung Korea 
35766808,J530L,Samsung Korea 
35766608,J530S,Samsung Korea 
35551007,J700K,Samsung Korea 
35849007,J710K,Samsung Korea 
35260906,N750K,Samsung Korea 
35255206,N750S,Samsung Korea 
35755705,N900K,Samsung Korea 
35779105,N900K,Samsung Korea 
35488806,N910K,Samsung Korea 
35467906,N910L,Samsung Korea 
35467806,N910S,Samsung Korea 
35459406,N910T,Samsung Korea 
35609506,N910T,Samsung Korea 
35812206,N910T2,Samsung Korea 
35221807,N910T3,Samsung Korea 
35230507,N910T3,Samsung Korea 
35459506,N910W8,Samsung Korea 
35602406,N915K,Samsung Korea 
35602106,N915L,Samsung Korea 
35467706,N915S,Samsung Korea 
35502406,N915T,Samsung Korea 
35903506,N915T,Samsung Korea 
35904606,N915T,Samsung Korea 
35914706,N915T,Samsung Korea 
35609206,N915T,Samsung Korea 
35739806,N915T,Samsung Korea 
35172507,N915T3,Samsung Korea 
35595106,N915W8,Samsung Korea 
35767706,N916K,Samsung Korea 
35767806,N916L,Samsung Korea 
35688506,U700S,Samsung Korea 
35387607,N920A,Samsung Korea 
35387707,N920A,Samsung Korea 
35245707,N920A,Samsung Korea 
35671407,N920A,Samsung Korea 
35671507,N920A,Samsung Korea 
35671607,N920A,Samsung Korea 
35311607,N920K,Samsung Korea 
35711307,N920K,Samsung Korea 
35246007,N920K,Samsung Korea 
35311507,N920L,Samsung Korea 
35721407,N920L,Samsung Korea 
35246107,N920L,Samsung Korea 
35868507,N920S,Samsung Korea 
35272207,N920S,Samsung Korea 
35246907,N920S,Samsung Korea 
35711207,N920S,Samsung Korea 
35255707,N920T,Samsung Korea 
35375607,N920T,Samsung Korea 
35403407,N920T,Samsung Korea 
35403507,N920T,Samsung Korea 
35375707,N920T,Samsung Korea 
35600007,N920T,Samsung Korea 
35312007,N920W8,Samsung Korea 
35282208,N930A,Samsung Korea 
35445608,N930A,Samsung Korea 
35445708,N930A,Samsung Korea 
35445808,N930A,Samsung Korea 
35490208,N930A,Samsung Korea 
35195508,N930A,Samsung Korea 
35232808,N930A,Samsung Korea 
35959007,N930U,Samsung Korea 
35436208,N930K,Samsung Korea 
35994007,N930K,Samsung Korea 
35994107,N930K,Samsung Korea 
35170508,N930L,Samsung Korea 
35170608,N930L,Samsung Korea 
35437008,N930L,Samsung Korea 
35430508,N930S,Samsung Korea 
35993407,N930S,Samsung Korea 
35993507,N930S,Samsung Korea 
35490108,N930T,Samsung Korea 
35252008,N930T,Samsung Korea 
35252108,N930T,Samsung Korea 
35959107,N930U,Samsung Korea 
35957706,P555K,Samsung Korea 
35957806,P555L,Samsung Korea 
35957606,P555S,Samsung Korea 
35252208,P585N0,Samsung Korea 
35904405,P605K,Samsung Korea 
35420606,P905F0,Samsung Korea 
35373306,T335K,Samsung Korea 
35913706,T365F0,Samsung Korea 
35850907,N85,Samsung Korea 
35155307,T715N0,Samsung Korea 
35621106,T805K,Samsung Korea 
35568506,T805S,Samsung Korea 
35157207,G130HN,Samsung Korea 
35560508,T825N0,Samsung Korea 
35770108,T827,Samsung Korea 
35721806,U500K,Samsung Korea 
35708906,3120,Samsung Korea 
86052403,CN6611,Shanghai Zhongmi Communication Technology Co Ltd 
86324203,0TT0 Mark1,Shenzhen Benavi Electronics Co Ltd 
86420403,HORZON 4G Modem,Shenzhen Chuangwei-RGB Electronics Co Ltd 
86375403,SMART 4G M1,Shenzhen Chuangwei-RGB Electronics Co Ltd 
86375503,SMART 4G M1 Plus,Shenzhen Chuangwei-RGB Electronics Co Ltd 
86362703,SMART TAB 4G 8.0,Shenzhen Chuangwei-RGB Electronics Co Ltd 
86472803,S10L,Shenzhen Gionee Communication Equipment Co Ltd 
86637102,100+ 100D,Shenzhen Hundred Marketing Services Co Ltd 
86641402,100+ 100E,Shenzhen Hundred Marketing Services Co Ltd 
86187003,G529QL,Shenzhen Luckystar Technology Co Ltd 
86105003,P4s,Shenzhen Puchuangtianxin Technology Co Ltd 
86030003,GW451,Shenzhen San Miki Electronics Limited 
86025203,S9762,Shenzhen San Miki Electronics Limited 
86004703,S9763,Shenzhen San Miki Electronics Limited 
86447803,F9,Shenzhen Sugar Mobile Communication Co Ltd 
86155003,UniStrong HD508,Shenzhen UniStrong Science Technology Co Ltd 
86068603,EURO-one,Shenzhen Yinglab Standard Testing Technology Co Ltd 
86335203,JR-M138,Sichuan Electronic Polytron Technologies Inc 
35699908,SSN-1-53-5M,Sico Technology Ltd 
35546507,AIRPRIME HL7692,SierraWireless 
35681608,Sierra Wireless GL7600,SierraWireless 
35183608,F1,Sixstar Group (HK) Co Limited 
86943902,SMART 4G SPEEDY 5.0,Skyworth Wireless Technology Co Ltd 
86993202,KC707,Skyworth Wireless Technology Co Ltd 
1414600,XP6700(L12V011AA),Sonim Technologies Inc 
35518906,XPERIA Z3 COMPACT D5833,Sony Mobile Communications 
35429908,GADGEIT GTWB800,Swift Biz Solutions Pvt Ltd 
35468007,6045G,TCL Communication Ltd 
35190308,ALCATEL IDOL 4S,TCL Communication Ltd 
86545902,ALCATEL ONETOUCH IDOL 2S,TCT Mobile Limited 
86547602,ALCATEL ONETOUCH POP S9,TCT Mobile Limited 
1391300,ALCATEL ONE TOUCH 6034M,TCT Mobile Suzhou Limited 
35743008,P5,Tec Sync Electronics Trading L.L.C 
35661107,LE910-EU1,Telit Communications SpA 
35634508,ME910C1-EU,Telit Communications SpA 
35406605,LE920,Telit Communications SpA 
35168408,TG-L900S,TG & Co Inc 
35199108,A16,Tinmo Technology (HK) Limited 
35199208,A17,Tinmo Technology (HK) Limited 
35938305,WIFI 1A,Top Connect Ltd 
35882506,GPLUS FL8005A,Total Light Enterprise Co Ltd 
86760802,GT11,Voto Communication Co Ltd 
86736702,GT2,Voto Communication Co Ltd 
86704602,GT3,Voto Communication Co Ltd 
86653702,GT6,Voto Communication Co Ltd 
86518402,GT9,Voto Communication Co Ltd 
86543502,VT868,Voto Communication Co Ltd 
86496302,VT888,Voto Communication Co Ltd 
86573102,VT898,Voto Communication Co Ltd 
35351508,Wiko TOMMY,Wiko Global SASU 
35796507,Wiko URB TOUCH,Wiko Global SASU 
35484208,LTM100,Wisol 
35177708,LTM100D,Wisol 
86370103,2016021,Xiaomi Communications Co Ltd 
35966207,A6401,Zao Electronic Systems Alkotel 
86368203,ZTU31,ZTE Corporation 
86137703,MF920V,ZTE Corporation 
86352003,T21,ZTE Corporation 
86296902,N5L,ZTE Corporation 
86360203,ZTE-K813,ZTE K813
35967407,LUNA PRO,ABTEL Joint Stock Company 
35406607,Q-MOBILE EDGY,ABTEL Joint Stock Company 
35641506,LIQUID JADE S,Acer Incorporated 
35475506,ICONIA TAB 8,Acer Incorporated 
35948306,LIQUID X2,Acer Incorporated 
35462406,LIQUID Z400,Acer Incorporated 
35279307,LIQUID Z530,Acer Incorporated 
35278507,LIQUID Z630,Acer Incorporated 
35453606,LIQUID JADE S,Acer Incorporated 
35737807,LIQUID JADE 2,Acer Incorporated 
35380207,LIQUID JADE PRIMO PLUS,Acer Incorporated 
35847406,LIQUID JADE Z,Acer Incorporated 
35292407,LIQUID M330,Acer Incorporated 
35292307,LIQUID Z330,Acer Incorporated 
35506207,LIQUID Z530S,Acer Incorporated 
35484407,LIQUID Z630S,Acer Incorporated 
35786307,Liquid Zest 4G,Acer Incorporated 
35872607,Liquid Zest Plus,Acer Incorporated 
35764207,i3L,Adams Future Limited 
35632007,M2L,Adams Future Limited 
35512908,M4,Adams Future Limited 
35529608,MTT IDEAL,Adar 
35556607,PERFORMANCE,Adar 
35885007,AG #HASHTAG,
